,Company,TypeName,Inches,Ram,Gpu,OpSys,Weight,Price,Touch_Screen,IPS_Screen,HD_Screen,X_Res,Y_Res,Px_price_Index,Cpu_Brand,Processor,Memory_GB,HDD,SSD
170,Huawei,Ultrabook,13.0,8,Intel HD Graphics 620,Windows 10,1.05,71874.72,0,1,1,2160,1440,199.69207064108247,Intel,Intel Core i5,256,0,1
171,HP,Notebook,17.3,6,AMD Radeon 520,Windows 10,2.71,37242.72,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i5,2000,1,0
172,Lenovo,Notebook,15.6,4,AMD Radeon R4 Graphics,No OS,2.2,16463.52,0,0,0,1366,768,100.45466986113651,AMD,AMD Processor,500,1,0
173,Toshiba,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,5.4,26053.92,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,500,1,0
174,HP,Notebook,17.3,8,Nvidia GeForce 930MX,Windows 10,2.5,49177.44,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i5,256,0,1
175,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.3,24455.52,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
176,Acer,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,23922.72,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,128,0,1
177,MSI,Gaming,18.4,32,Nvidia GTX 980 SLI,Windows 10,4.4,149130.72,0,0,1,1920,1080,119.7232157653423,Intel,Intel Core i7,512,1,1
178,Lenovo,Notebook,15.6,8,AMD R17M-M1-70,Windows 10,1.9,43316.64,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,128,1,1
179,HP,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.29,79866.72,1,1,1,4,2160,162.40629351131793,Intel,Intel Core i5,256,0,1
180,Dell,Notebook,15.6,16,AMD Radeon 530,Linux,2.02,55890.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
181,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.23,74538.72,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
182,Lenovo,2 in 1 Convertible,13.9,16,Intel UHD Graphics 620,Windows 10,1.4,98514.72,1,1,1,4,2160,155.39594990651284,Intel,Intel Core i7,512,0,1
183,Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,42251.04,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,128,0,1
184,Xiaomi,Notebook,15.6,8,Nvidia GeForce MX150,No OS,1.95,63882.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
185,Dell,Notebook,17.3,16,Nvidia GeForce 150MX,Windows 10,2.77,82530.72,1,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,512,0,1
186,Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.06,127712.16,1,0,1,4,2160,138.46177587823902,Intel,Intel Core i7,512,0,1
187,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,No OS,2.4,41505.12,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
188,Acer,Ultrabook,13.3,8,Intel HD Graphics 615,Windows 10,1.12,52693.92,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
189,Dell,Notebook,17.3,8,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
191,Vero,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.3,13852.8,0,1,1,1920,1080,157.3505121487356,Intel,Other Intel Processor,32,0,0
192,Xiaomi,Ultrabook,13.3,8,Nvidia GeForce MX150,No OS,1.3,53274.672,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
193,Lenovo,Notebook,17.3,8,Nvidia GeForce MX150,No OS,2.8,37189.44,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i5,256,0,1
194,Dell,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.62,44701.92,1,1,1,1920,1080,165.6321180513006,Intel,Intel Core i7,1000,1,0
195,HP,Notebook,17.3,8,Nvidia GeForce 930MX,Windows 10,2.5,48697.92,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i5,1000,1,0
196,Razer,Gaming,17.3,32,Nvidia GeForce GTX 1080,Windows 10,3.49,324954.72,1,0,1,4,2160,124.85570541621553,Intel,Intel Core i7,1000,0,1
197,HP,Notebook,13.3,8,Intel UHD Graphics 620,Windows 10,1.49,51095.52,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i5,512,0,1
198,HP,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows 10,3.35,73473.12,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
199,HP,Notebook,17.3,8,Nvidia GeForce 930MX ,Windows 10,2.5,55677.6,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,0,1
200,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,2.65,98301.6,0,1,1,4,2160,138.46177587823902,Intel,Intel Core i7,512,1,1
201,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,26267.04,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,128,0,1
202,Acer,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.23,39533.76,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
203,Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,3.2,93186.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,1,1
204,Dell,Workstation,15.6,16,Nvidia Quadro M1200,Windows 10,2.8,162770.4,0,0,1,4,2160,138.46177587823902,Intel,Other Intel Processor,256,1,1
205,Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1060,No OS,2.4,74485.44,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
206,Dell,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,2.3,23389.92,1,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
207,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.21,103842.72,1,1,1,4,2160,162.40629351131793,Intel,Intel Core i7,256,0,1
210,Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,2.4,41505.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
211,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows 10,2.9,74964.96,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
212,HP,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.1,18594.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,500,1,0
213,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,No OS,2.2,29250.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
214,Huawei,Ultrabook,13.0,8,Intel HD Graphics 620,Windows 10,1.05,79866.72,0,1,1,2160,1440,199.69207064108247,Intel,Intel Core i7,512,0,1
215,Dell,Ultrabook,13.3,8,AMD Radeon 530,Windows 10,1.4,49650.5664,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
216,Lenovo,Notebook,17.3,8,Nvidia GeForce GTX 940MX,No OS,2.8,31381.92,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i5,1000,1,0
217,HP,Notebook,14.0,8,Nvidia GeForce 930MX,Windows 10,1.63,54931.68,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
218,Dell,Ultrabook,14.0,8,Intel UHD Graphics 620,Windows 10,1.6,61218.72,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
219,Dell,2 in 1 Convertible,13.3,16,Intel UHD Graphics 620,Windows 10,1.62,68145.12,1,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,512,0,1
220,Dell,Notebook,15.6,8,AMD Radeon 520,Linux,2.2,36089.208,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
221,Lenovo,2 in 1 Convertible,14.0,8,Intel UHD Graphics 620,Windows 10,1.74,47898.72,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
222,Toshiba,Ultrabook,13.3,8,Intel HD Graphics 520,Windows 10,1.2,72620.64,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
223,HP,Notebook,15.6,8,Intel UHD Graphics 620,Windows 10,2.1,42304.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
224,Dell,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,4.42,130873.7952,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
225,Acer,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.2,44328.96,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
226,Dell,Notebook,15.6,16,AMD Radeon R7 M445,Windows 10,2.3,45768.0528,1,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
227,Asus,Notebook,15.6,8,Nvidia GeForce 920MX ,Windows 10,2.0,40972.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
228,Asus,Notebook,17.3,8,Nvidia GeForce GTX 950M,Windows 10,2.69,47472.48,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i5,256,1,1
229,HP,Notebook,15.6,8,AMD FirePro W4190M ,Windows 10,1.9,67612.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
230,Asus,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.37,21258.1872,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
231,HP,Notebook,15.6,4,AMD Radeon R2,Windows 10,2.1,17582.4,0,0,0,1366,768,100.45466986113651,AMD,AMD Processor,500,1,0
232,Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,3.2,79866.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
233,Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.6,45767.52,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
234,Acer,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows 10,1.6,36709.92,1,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
235,Dell,Notebook,15.6,16,AMD Radeon R7 M445,Linux,2.36,47898.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
236,Acer,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.1,20779.2,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
237,Asus,Notebook,15.6,4,AMD Radeon R5 M430,Windows 10,2.2,30636.0,0,0,1,1920,1080,141.21199808219862,AMD,AMD Processor,128,1,1
238,Asus,Gaming,17.3,32,Nvidia GeForce GTX 1080,Windows 10,4.7,207259.2,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,512,1,1
239,Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.5,45074.88,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
240,Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,7.2,31381.92,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,128,0,1
241,Asus,Notebook,17.3,8,Nvidia GeForce 150MX,Windows 10,2.1,61005.6,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
242,Asus,Notebook,17.3,8,Nvidia GeForce GTX 950M,No OS,2.69,47365.92,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
243,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.56,46833.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
244,Lenovo,2 in 1 Convertible,13.9,8,Intel HD Graphics 620,Windows 10,1.38,57489.12,1,1,1,1920,1080,158.48253022174808,Intel,Intel Core i7,256,0,1
245,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.2,52480.8,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
246,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.04,29783.52,1,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,1000,1,0
247,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1080,Windows 10,3.6,159786.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,0,1
248,HP,Notebook,13.3,4,Intel UHD Graphics 620,Windows 10,1.49,35964.0,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,500,1,0
249,Apple,Ultrabook,13.3,8,Intel Iris Plus Graphics 650,macOS,1.37,108691.2,0,1,0,2560,1600,226.98300468106115,Intel,Intel Core i5,512,0,1
250,Dell,2 in 1 Convertible,15.6,8,Intel UHD Graphics 620,Windows 10,2.08,43636.32,1,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
251,Asus,Gaming,17.3,16,Nvidia GeForce GTX 980M,Windows 10,4.3,95850.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
252,Asus,Notebook,15.6,4,AMD Radeon R5 M420,Windows 10,1.68,24988.32,0,0,0,1366,768,100.45466986113651,AMD,AMD Processor,1000,1,0
253,Lenovo,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows 10,1.37,98514.72,1,1,1,1920,1080,158.48253022174808,Intel,Intel Core i7,512,0,1
254,Acer,Notebook,17.3,4,Nvidia GeForce MX130,Windows 10,3.0,37402.56,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i3,256,0,1
255,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.41,50562.72,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
256,HP,Notebook,15.6,8,AMD Radeon R4 Graphics,Windows 10,1.91,23757.552,0,0,0,1366,768,100.45466986113651,AMD,AMD Processor,128,0,1
257,HP,Notebook,17.3,16,Nvidia GeForce MX150,Windows 10,2.9,56423.52,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,1000,1,0
258,MSI,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.14,133146.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,512,1,1
259,Lenovo,2 in 1 Convertible,15.6,8,Nvidia GeForce GTX 1050M,Windows 10,2.0,90522.72,1,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
260,Dell,Notebook,17.3,8,AMD Radeon 530,Windows 10,2.8,60845.76,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
261,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.2,23656.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,256,0,1
262,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.1,38468.16,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,500,1,0
263,Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.18,35004.96,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
264,Dell,Notebook,15.6,8,AMD Radeon R5 M430,Windows 10,2.24,30103.2,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
265,Dell,2 in 1 Convertible,15.6,8,Intel UHD Graphics 620,Windows 10,2.67,42570.72,1,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
266,Asus,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,4.1,79866.72,1,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,512,0,1
268,HP,Notebook,17.3,8,Nvidia GeForce 930MX ,Windows 10,2.5,54239.04,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,1000,1,0
269,Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows 10,2.05,46886.4,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
270,Apple,Ultrabook,13.3,8,Intel Iris Graphics 550,macOS,1.37,104370.192,0,1,0,2560,1600,226.98300468106115,Intel,Intel Core i5,512,0,1
271,Asus,Gaming,17.3,16,AMD Radeon RX 580,Windows 10,3.2,82530.72,0,0,1,1920,1080,127.33567457123111,AMD,AMD Processor,256,1,1
272,Dell,Notebook,15.6,8,AMD Radeon 520,Linux,2.14,39164.5296,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
273,Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 520,Windows 10,1.36,133146.72,1,0,0,2560,1440,209.8006828649808,Intel,Intel Core i7,512,0,1
274,Toshiba,Notebook,15.6,8,Nvidia GeForce 930M,Windows 10,2.2,43263.36,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i7,500,1,0
275,Dell,Notebook,15.6,12,Intel HD Graphics 620,Windows 10,2.3,37992.3696,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i7,1000,1,0
276,Dell,Notebook,17.3,8,AMD Radeon 530,Linux,2.8,58554.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
277,Acer,Notebook,15.6,8,Nvidia GeForce MX130,Windows 10,2.2,39693.6,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
278,Lenovo,Notebook,17.3,4,Intel HD Graphics 520,Windows 10,2.8,26053.92,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i3,1000,1,0
279,Lenovo,Notebook,17.3,8,Nvidia GeForce MX150,No OS,2.8,45234.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,2000,1,0
280,Lenovo,Notebook,17.3,6,Nvidia GeForce 940MX,Windows 10,2.8,45767.52,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i7,128,1,1
281,Dell,Notebook,15.6,4,AMD Radeon R5 M430,Linux,2.25,22803.84,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,1000,1,0
282,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.5,44169.12,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
283,Lenovo,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,2.2,30849.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
284,Acer,Notebook,15.6,8,Nvidia GeForce MX150,Windows 10,3.0,50669.28,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
285,Acer,Notebook,15.6,12,Intel HD Graphics 620,Windows 10,2.15,35111.52,1,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
286,Lenovo,Notebook,15.6,8,Intel HD Graphics 630,Windows 10,1.95,58448.16,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
287,Asus,Ultrabook,15.6,8,Nvidia GeForce 940MX,Windows 10,1.7,52054.56,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
288,Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,62817.12,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
289,Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,No OS,2.2,35112.0528,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
290,Acer,Notebook,15.6,2,Intel HD Graphics,Chrome OS,2.19,10602.72,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,16,0,1
291,Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows 10,3.0,63243.36,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,1000,1,0
292,HP,Notebook,17.3,8,Intel HD Graphics 520,Windows 10,2.54,26053.92,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i3,1000,1,0
293,Dell,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.0,97449.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
294,Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows 10,2.05,39373.92,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
295,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,3.2,69210.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
296,Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050 Ti,Linux,2.5,52161.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
297,Dell,Workstation,17.3,16,Nvidia Quadro M1200,Windows 10,3.42,153705.3408,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,0,1
298,Lenovo,Notebook,15.6,6,AMD Radeon R5 430,Windows 10,2.4,26586.72,0,0,1,1920,1080,141.21199808219862,AMD,AMD Processor,1000,1,0
299,Asus,Ultrabook,15.6,16,Nvidia GeForce 940MX,Windows 10,1.63,78215.04,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
300,Asus,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.3,27119.52,0,0,0,1366,768,111.93520355955211,Intel,Intel Core i3,128,0,1
301,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.9,113060.16,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
302,Lenovo,Notebook,17.3,6,Nvidia GeForce GTX 940M,Windows 10,5.8,34578.72,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i5,1000,1,0
303,Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,No OS,2.2,29250.72,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,2000,1,0
304,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,67399.2,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
305,Lenovo,Notebook,15.6,4,Intel HD Graphics 505,No OS,2.2,19180.2672,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,1000,1,0
306,HP,2 in 1 Convertible,13.3,16,Intel HD Graphics 620,Windows 10,1.28,105228.0,1,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
307,Toshiba,Notebook,15.6,8,Nvidia GeForce 930M,Windows 10,2.2,55571.04,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
308,Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.3,43636.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,128,1,1
309,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.86,24988.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,1000,1,0
310,Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.1,53226.72,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
311,Dell,Ultrabook,13.3,16,Intel UHD Graphics 620,Windows 10,1.21,133146.72,1,1,1,4,2160,162.40629351131793,Intel,Intel Core i7,1000,0,1
312,MSI,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2.8,111834.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
313,Acer,Notebook,15.6,8,AMD Radeon R5,Windows 10,2.23,24988.32,0,0,1,1920,1080,141.21199808219862,AMD,AMD Processor,256,0,1
314,Asus,2 in 1 Convertible,11.6,2,Intel HD Graphics 500,Windows 10,1.1,14652.0,1,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,32,0,0
315,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.33,44968.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,128,1,1
316,HP,2 in 1 Convertible,13.3,16,Intel UHD Graphics 620,Windows 10,1.29,130482.72,1,1,1,4,2160,162.40629351131793,Intel,Intel Core i7,1000,0,1
317,Lenovo,Notebook,13.3,4,Intel HD Graphics 510,Chrome OS,1.45,24503.472,0,0,0,1366,768,117.82653006268643,Intel,Other Intel Processor,16,0,0
318,HP,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.95,52214.4,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
319,Acer,Notebook,11.6,4,Intel HD Graphics 405,Windows 10,1.4,25840.8,0,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,128,0,0
320,HP,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.48,68837.76,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
321,Lenovo,Notebook,17.3,4,Nvidia GeForce 920MX,Windows 10,2.79,31381.92,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i5,1000,1,0
322,Asus,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,2.0,58288.32,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
323,HP,Notebook,15.6,8,Intel UHD Graphics 620,Windows 10,2.1,48058.56,0,1,1,1366,768,100.45466986113651,Intel,Intel Core i7,1000,1,0
324,Acer,Notebook,15.6,8,AMD Radeon RX 540,Windows 10,2.2,35111.52,0,0,0,1366,768,100.45466986113651,AMD,AMD Processor,256,0,1
325,Lenovo,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.44,15557.76,0,0,0,1366,768,111.93520355955211,Intel,Other Intel Processor,32,0,0
326,Acer,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,8.23,29250.72,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,1000,1,0
327,Asus,Ultrabook,15.6,8,Nvidia GeForce 940MX,Windows 10,1.7,55938.672,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
328,HP,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.26,71128.8,0,0,1,1920,1080,176.23257360658386,Intel,Intel Core i7,256,0,1
329,Dell,Notebook,15.6,32,Nvidia GeForce GTX 1050,Windows 10,2.06,140605.92,1,0,1,4,2160,138.46177587823902,Intel,Intel Core i7,1000,0,1
330,MSI,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,63882.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
331,Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,50243.04,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
332,Asus,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,2.0,71075.52,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,1,1
333,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.85,23922.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,1000,1,0
334,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.5,53226.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
335,HP,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.48,67559.04,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
337,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.84,60952.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
338,Asus,Notebook,15.6,4,Intel HD Graphics 500,Linux,2.0,14651.4672,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,1000,1,0
